Onset,Offset,MIDI number,Pitch name,Duration,Staff,Measure,Beat in Measure
87.0,87.5,83,B5,0.5,0,29,0.0
87.0,88.0,71,B4,1.0,0,29,0.0
87.5,87.75,81,A5,0.25,0,29,0.5
87.75,88.0,83,B5,0.25,0,29,0.75
88.0,88.5,81,A5,0.5,0,29,1.0
88.0,88.5,72,C5,0.5,0,29,1.0
88.5,89.0,79,G5,0.5,0,29,1.5
88.5,89.0,72,C5,0.5,0,29,1.5
89.0,90.0,76,E5,1.0,0,29,2.0
89.0,90.0,73,C#5,1.0,0,29,2.0
90.0,90.333,62,D4,0.333,0,30,0.0
90.0,90.333,74,D5,0.333,0,30,0.0
90.333,90.666,74,D5,0.333,0,30,0.333
90.333,90.667,66,F#4,0.333,0,30,0.333
90.667,91.0,69,A4,0.333,0,30,0.667
90.667,91.0,76,E5,0.333,0,30,0.667
91.0,92.0,72,C5,1.0,0,30,1.0
91.0,92.0,74,D5,1.0,0,30,1.0
92.0,93.0,74,D5,1.0,0,30,2.0
92.0,93.0,83,B5,1.0,0,30,2.0
93.0,93.667,83,B5,0.667,0,31,0.0
93.0,93.333,76,E5,0.333,0,31,0.0
93.333,93.667,74,D5,0.333,0,31,0.333
93.667,94.0,81,A5,0.333,0,31,0.667
93.667,94.0,72,C5,0.333,0,31,0.667
94.0,96.0,79,G5,2.0,0,31,1.0
94.0,96.0,71,B4,2.0,0,31,1.0
96.0,96.5,62,D4,0.5,0,32,0.0
96.5,97.0,64,E4,0.5,0,32,0.5
97.0,98.0,62,D4,1.0,0,32,1.0
98.0,99.0,71,B4,1.0,0,32,2.0
99.0,99.5,71,B4,0.5,0,33,0.0
99.5,100.0,69,A4,0.5,0,33,0.5
100.0,100.5,67,G4,0.5,0,33,1.0
100.5,101.0,64,E4,0.5,0,33,1.5
101.0,102.0,62,D4,1.0,0,33,2.0
102.0,102.5,67,G4,0.5,0,34,0.0
102.5,103.0,69,A4,0.5,0,34,0.5
103.0,104.0,71,B4,1.0,0,34,1.0
104.0,104.5,74,D5,0.5,0,34,2.0
104.5,104.75,67,G4,0.25,0,34,2.5
104.75,105.0,69,A4,0.25,0,34,2.75
105.0,105.5,71,B4,0.5,0,35,0.0
105.5,105.75,71,B4,0.25,0,35,0.5
105.75,106.0,69,A4,0.25,0,35,0.75
106.0,108.0,69,A4,2.0,0,35,1.0
108.0,108.5,74,D5,0.5,0,36,0.0
108.5,109.0,74,D5,0.5,0,36,0.5
109.0,109.5,74,D5,0.5,0,36,1.0
109.5,109.75,71,B4,0.25,0,36,1.5
109.75,110.0,74,D5,0.25,0,36,1.75
110.0,111.0,71,B4,1.0,0,36,2.0
111.0,111.5,71,B4,0.5,0,37,0.0
111.5,111.75,69,A4,0.25,0,37,0.5
111.75,112.0,71,B4,0.25,0,37,0.75
112.0,112.5,69,A4,0.5,0,37,1.0
112.5,113.0,67,G4,0.5,0,37,1.5
113.0,114.0,64,E4,1.0,0,37,2.0
114.0,114.5,62,D4,0.5,0,38,0.0
114.5,115.0,64,E4,0.5,0,38,0.5
115.0,116.0,62,D4,1.0,0,38,1.0
116.0,117.0,71,B4,1.0,0,38,2.0
117.0,117.5,71,B4,0.5,0,39,0.0
117.5,118.0,69,A4,0.5,0,39,0.5
118.0,118.333,67,G4,0.333,0,39,1.0
118.333,118.667,71,B4,0.333,0,39,1.333
118.667,119.0,74,D5,0.333,0,39,1.667
119.0,119.333,76,E5,0.333,0,39,2.0
119.333,119.667,79,G5,0.333,0,39,2.333
119.667,120.0,83,B5,0.333,0,39,2.667
120.0,120.5,86,D6,0.5,0,40,0.0
120.5,121.0,86,D6,0.5,0,40,0.5
121.0,121.5,86,D6,0.5,0,40,1.0
121.5,121.75,83,B5,0.25,0,40,1.5
121.75,122.0,86,D6,0.25,0,40,1.75
122.0,123.0,83,B5,1.0,0,40,2.0
123.0,123.5,83,B5,0.5,0,41,0.0
123.5,123.75,81,A5,0.25,0,41,0.5
123.75,124.0,83,B5,0.25,0,41,0.75
124.0,124.5,81,A5,0.5,0,41,1.0
124.5,125.0,79,G5,0.5,0,41,1.5
125.0,126.0,76,E5,1.0,0,41,2.0
126.0,126.5,74,D5,0.5,0,42,0.0
126.5,127.0,76,E5,0.5,0,42,0.5
127.0,128.0,74,D5,1.0,0,42,1.0
128.0,129.0,74,D5,1.0,0,42,2.0
128.0,129.0,83,B5,1.0,0,42,2.0
129.0,129.5,74,D5,0.5,0,43,0.0
129.0,129.5,83,B5,0.5,0,43,0.0
129.5,130.0,72,C5,0.5,0,43,0.5
129.5,130.0,81,A5,0.5,0,43,0.5
130.0,134.0,71,B4,4.0,0,43,1.0
130.0,134.0,79,G5,4.0,0,43,1.0
