Onset,Offset,MIDI number,Pitch name,Duration,Staff,Measure,Beat in Measure
23.5,23.75,77,F5,0.25,0,5,3.5
23.75,24.0,76,E5,0.25,0,5,3.75
24.0,24.25,77,F5,0.25,0,6,0.0
24.25,24.5,76,E5,0.25,0,6,0.25
24.5,24.75,74,D5,0.25,0,6,0.5
24.75,25.0,64,E4,0.25,0,6,0.75
25.0,25.25,62,D4,0.25,0,6,1.0
25.25,25.5,60,C4,0.25,0,6,1.25
25.5,25.75,59,B3,0.25,0,6,1.5
25.75,26.0,57,A3,0.25,0,6,1.75
26.0,26.25,56,G#3,0.25,0,6,2.0
26.25,26.5,71,B4,0.25,0,6,2.25
26.5,26.75,72,C5,0.25,0,6,2.5
26.75,27.0,74,D5,0.25,0,6,2.75
27.0,27.25,64,E4,0.25,0,6,3.0
27.25,27.5,74,D5,0.25,0,6,3.25
27.5,27.75,72,C5,0.25,0,6,3.5
27.75,28.0,71,B4,0.25,0,6,3.75
28.0,28.25,72,C5,0.25,0,7,0.0
28.25,28.5,71,B4,0.25,0,7,0.25
28.5,28.75,69,A4,0.25,0,7,0.5
28.75,29.0,71,B4,0.25,0,7,0.75
29.0,29.25,72,C5,0.25,0,7,1.0
29.25,29.375,77,F5,0.125,0,7,1.25
29.375,29.5,76,E5,0.125,0,7,1.375
29.5,29.75,74,D5,0.25,0,7,1.5
29.75,30.0,72,C5,0.25,0,7,1.75
30.0,30.25,71,B4,0.25,0,7,2.0
30.25,30.5,69,A4,0.25,0,7,2.25
30.5,30.75,67,G4,0.25,0,7,2.5
30.75,31.0,69,A4,0.25,0,7,2.75
31.0,31.25,71,B4,0.25,0,7,3.0
31.25,31.375,76,E5,0.125,0,7,3.25
31.375,31.5,74,D5,0.125,0,7,3.375
31.5,31.75,72,C5,0.25,0,7,3.5
31.75,32.0,71,B4,0.25,0,7,3.75
32.0,32.25,69,A4,0.25,0,8,0.0
32.25,32.5,67,G4,0.25,0,8,0.25
32.5,32.75,65,F4,0.25,0,8,0.5
32.75,32.875,67,G4,0.125,0,8,0.75
32.875,33.0,69,A4,0.125,0,8,0.875
33.0,33.25,62,D4,0.25,0,8,1.0
33.25,33.5,72,C5,0.25,0,8,1.25
33.5,33.75,71,B4,0.25,0,8,1.5
33.75,34.0,69,A4,0.25,0,8,1.75
34.0,34.25,68,G#4,0.25,0,8,2.0
34.25,34.5,66,F#4,0.25,0,8,2.25
34.5,34.75,64,E4,0.25,0,8,2.5
34.75,35.0,66,F#4,0.25,0,8,2.75
35.0,35.25,68,G#4,0.25,0,8,3.0
35.25,35.5,69,A4,0.25,0,8,3.25
35.5,35.75,71,B4,0.25,0,8,3.5
35.75,36.0,72,C5,0.25,0,8,3.75
36.0,36.25,74,D5,0.25,0,9,0.0
36.25,36.5,76,E5,0.25,0,9,0.25
36.5,36.75,77,F5,0.25,0,9,0.5
36.75,37.0,76,E5,0.25,0,9,0.75
37.0,37.25,74,D5,0.25,0,9,1.0
37.25,37.5,72,C5,0.25,0,9,1.25
37.5,37.75,71,B4,0.25,0,9,1.5
37.75,38.0,69,A4,0.25,0,9,1.75
38.0,38.25,80,G#5,0.25,0,9,2.0
38.25,38.5,81,A5,0.25,0,9,2.25
38.5,38.75,83,B5,0.25,0,9,2.5
38.75,39.0,81,A5,0.25,0,9,2.75
39.0,39.25,80,G#5,0.25,0,9,3.0
39.25,39.5,78,F#5,0.25,0,9,3.25
39.5,39.75,76,E5,0.25,0,9,3.5
39.75,40.0,74,D5,0.25,0,9,3.75
40.0,40.25,72,C5,0.25,0,10,0.0
40.25,40.375,74,D5,0.125,0,10,0.25
40.375,40.5,76,E5,0.125,0,10,0.375
40.5,40.75,77,F5,0.25,0,10,0.5
40.75,41.0,81,A5,0.25,0,10,0.75
41.0,41.25,71,B4,0.25,0,10,1.0
41.25,41.375,72,C5,0.125,0,10,1.25
41.375,41.5,74,D5,0.125,0,10,1.375
41.5,41.75,76,E5,0.25,0,10,1.5
41.75,42.0,79,G5,0.25,0,10,1.75
42.0,42.25,69,A4,0.25,0,10,2.0
42.25,42.375,71,B4,0.125,0,10,2.25
42.375,42.5,72,C5,0.125,0,10,2.375
42.5,42.75,74,D5,0.25,0,10,2.5
42.75,43.0,77,F5,0.25,0,10,2.75
43.0,43.25,67,G4,0.25,0,10,3.0
43.25,43.375,69,A4,0.125,0,10,3.25
43.375,43.5,71,B4,0.125,0,10,3.375
43.5,43.75,72,C5,0.25,0,10,3.5
43.75,44.0,76,E5,0.25,0,10,3.75
44.0,44.25,65,F4,0.25,0,11,0.0
44.25,44.375,67,G4,0.125,0,11,0.25
44.375,44.5,69,A4,0.125,0,11,0.375
44.5,44.75,71,B4,0.25,0,11,0.5
44.75,45.0,74,D5,0.25,0,11,0.75
45.0,45.25,64,E4,0.25,0,11,1.0
45.25,45.375,66,F#4,0.125,0,11,1.25
45.375,45.5,68,G#4,0.125,0,11,1.375
45.5,45.75,69,A4,0.25,0,11,1.5
45.75,46.0,72,C5,0.25,0,11,1.75
46.0,46.25,62,D4,0.25,0,11,2.0
46.25,46.5,61,C#4,0.25,0,11,2.25
46.5,46.75,62,D4,0.25,0,11,2.5
46.75,47.0,65,F4,0.25,0,11,2.75
47.0,47.25,70,Bb4,0.25,0,11,3.0
47.25,47.5,72,C5,0.25,0,11,3.25
47.5,47.75,74,D5,0.25,0,11,3.5
47.75,48.0,70,Bb4,0.25,0,11,3.75
48.0,48.25,65,F4,0.25,0,12,0.0
48.25,48.5,64,E4,0.25,0,12,0.25
48.5,48.75,65,F4,0.25,0,12,0.5
48.75,49.0,70,Bb4,0.25,0,12,0.75
49.0,49.25,74,D5,0.25,0,12,1.0
49.25,49.5,76,E5,0.25,0,12,1.25
49.5,49.75,77,F5,0.25,0,12,1.5
49.75,50.0,74,D5,0.25,0,12,1.75
50.0,50.25,70,Bb4,0.25,0,12,2.0
50.25,50.5,69,A4,0.25,0,12,2.25
50.5,50.75,70,Bb4,0.25,0,12,2.5
50.75,51.0,74,D5,0.25,0,12,2.75
51.0,51.25,77,F5,0.25,0,12,3.0
51.25,51.375,79,G5,0.125,0,12,3.25
51.375,51.5,81,A5,0.125,0,12,3.375
51.5,51.75,82,Bb5,0.25,0,12,3.5
51.75,52.0,81,A5,0.25,0,12,3.75
52.0,52.25,80,G#5,0.25,0,13,0.0
52.25,52.375,83,B5,0.125,0,13,0.25
52.375,52.5,81,A5,0.125,0,13,0.375
52.5,52.75,80,G#5,0.25,0,13,0.5
52.75,52.875,77,F5,0.125,0,13,0.75
52.875,53.0,76,E5,0.125,0,13,0.875
53.0,53.25,74,D5,0.25,0,13,1.0
53.25,53.375,77,F5,0.125,0,13,1.25
53.375,53.5,76,E5,0.125,0,13,1.375
53.5,53.75,74,D5,0.25,0,13,1.5
53.75,53.875,71,B4,0.125,0,13,1.75
53.875,54.0,69,A4,0.125,0,13,1.875
54.0,54.25,68,G#4,0.25,0,13,2.0
54.25,54.5,71,B4,0.25,0,13,2.25
54.5,54.75,76,E5,0.25,0,13,2.5
54.75,55.0,80,G#5,0.25,0,13,2.75
55.0,55.25,83,B5,0.25,0,13,3.0
55.25,55.5,76,E5,0.25,0,13,3.25
55.5,55.75,86,D6,0.25,0,13,3.5
55.75,55.875,84,C6,0.125,0,13,3.75
55.875,56.0,83,B5,0.125,0,13,3.875
56.0,56.25,84,C6,0.25,0,14,0.0
56.25,56.375,83,B5,0.125,0,14,0.25
56.375,56.5,81,A5,0.125,0,14,0.375
56.5,56.75,80,G#5,0.25,0,14,0.5
56.75,57.0,81,A5,0.25,0,14,0.75
57.0,57.167,72,C5,0.167,0,14,1.0
57.167,57.333,74,D5,0.167,0,14,1.167
57.333,57.5,76,E5,0.167,0,14,1.333
57.5,57.667,74,D5,0.167,0,14,1.5
57.667,57.833,72,C5,0.167,0,14,1.667
57.833,58.0,71,B4,0.167,0,14,1.833
58.0,58.75,69,A4,0.75,0,14,2.0
58.75,59.0,71,B4,0.25,0,14,2.75
59.0,59.25,73,C#5,0.25,0,14,3.0
59.25,59.5,74,D5,0.25,0,14,3.25
59.5,59.75,76,E5,0.25,0,14,3.5
59.75,60.0,67,G4,0.25,0,14,3.75
60.0,60.25,65,F4,0.25,0,15,0.0
60.25,60.5,62,D4,0.25,0,15,0.25
60.5,60.75,65,F4,0.25,0,15,0.5
60.75,61.0,69,A4,0.25,0,15,0.75
61.0,61.25,74,D5,0.25,0,15,1.0
61.25,61.5,77,F5,0.25,0,15,1.25
61.5,61.75,80,G#5,0.25,0,15,1.5
61.75,62.0,62,D4,0.25,0,15,1.75
62.0,63.5,81,A5,1.5,0,15,2.0
62.0,63.0,57,A3,1.0,0,15,2.0
62.0,63.5,73,C#5,1.5,0,15,2.0
62.0,63.0,64,E4,1.0,0,15,2.0
63.5,63.75,76,E5,0.25,0,15,3.75
64.0,64.75,76,E5,0.75,0,16,0.0
64.75,65.0,77,F5,0.25,0,16,0.75
65.0,65.25,76,E5,0.25,0,16,1.0
65.25,65.5,74,D5,0.25,0,16,1.25
65.5,65.75,73,C#5,0.25,0,16,1.5
65.75,66.0,71,B4,0.25,0,16,1.75
66.0,66.25,69,A4,0.25,0,16,2.0
66.25,66.375,67,G4,0.125,0,16,2.25
66.375,66.5,69,A4,0.125,0,16,2.375
66.5,66.75,70,Bb4,0.25,0,16,2.5
66.75,67.0,69,A4,0.25,0,16,2.75
67.0,67.25,67,G4,0.25,0,16,3.0
67.25,67.5,65,F4,0.25,0,16,3.25
67.5,67.75,64,E4,0.25,0,16,3.5
67.75,68.0,65,F4,0.25,0,16,3.75
68.0,68.25,67,G4,0.25,0,17,0.0
68.25,68.5,65,F4,0.25,0,17,0.25
68.5,68.75,64,E4,0.25,0,17,0.5
68.75,69.0,62,D4,0.25,0,17,0.75
69.0,69.25,77,F5,0.25,0,17,1.0
69.25,69.5,69,A4,0.25,0,17,1.25
69.5,69.75,70,Bb4,0.25,0,17,1.5
69.75,70.0,62,D4,0.25,0,17,1.75
70.0,70.25,60,C4,0.25,0,17,2.0
70.25,70.5,67,G4,0.25,0,17,2.25
70.5,70.75,70,Bb4,0.25,0,17,2.5
70.75,71.0,75,Eb5,0.25,0,17,2.75
71.0,71.25,69,A4,0.25,0,17,3.0
71.25,71.5,72,C5,0.25,0,17,3.25
71.5,71.75,77,F5,0.25,0,17,3.5
71.75,72.0,75,Eb5,0.25,0,17,3.75
72.0,72.25,74,D5,0.25,0,18,0.0
72.25,72.5,69,A4,0.25,0,18,0.25
72.5,72.75,70,Bb4,0.25,0,18,0.5
72.75,73.0,74,D5,0.25,0,18,0.75
73.0,73.25,63,Eb4,0.25,0,18,1.0
73.25,73.5,67,G4,0.25,0,18,1.25
73.5,73.75,69,A4,0.25,0,18,1.5
73.75,74.0,71,B4,0.25,0,18,1.75
74.0,74.25,72,C5,0.25,0,18,2.0
74.25,74.5,74,D5,0.25,0,18,2.25
74.5,74.75,75,Eb5,0.25,0,18,2.5
74.75,75.0,72,C5,0.25,0,18,2.75
75.0,75.167,81,A5,0.167,0,18,3.0
75.167,75.333,79,G5,0.167,0,18,3.167
75.333,75.5,78,F#5,0.167,0,18,3.333
75.5,75.667,79,G5,0.167,0,18,3.5
75.667,75.833,78,F#5,0.167,0,18,3.667
75.833,76.0,76,E5,0.167,0,18,3.833
76.0,76.25,78,F#5,0.25,0,19,0.0
76.25,76.375,72,C5,0.125,0,19,0.25
76.375,76.5,74,D5,0.125,0,19,0.375
76.5,76.75,75,Eb5,0.25,0,19,0.5
76.75,77.0,74,D5,0.25,0,19,0.75
77.0,77.25,72,C5,0.25,0,19,1.0
77.25,77.375,70,Bb4,0.125,0,19,1.25
77.375,77.5,69,A4,0.125,0,19,1.375
77.5,77.75,74,D5,0.25,0,19,1.5
77.75,78.0,72,C5,0.25,0,19,1.75
78.0,78.25,70,Bb4,0.25,0,19,2.0
78.25,78.375,72,C5,0.125,0,19,2.25
78.375,78.5,74,D5,0.125,0,19,2.375
78.5,78.75,75,Eb5,0.25,0,19,2.5
78.75,79.0,79,G5,0.25,0,19,2.75
79.0,79.25,69,A4,0.25,0,19,3.0
79.25,79.375,70,Bb4,0.125,0,19,3.25
79.375,79.5,72,C5,0.125,0,19,3.375
79.5,79.75,74,D5,0.25,0,19,3.5
79.75,80.0,77,F5,0.25,0,19,3.75
80.0,80.25,67,G4,0.25,0,20,0.0
80.25,80.375,69,A4,0.125,0,20,0.25
80.375,80.5,70,Bb4,0.125,0,20,0.375
80.5,80.75,72,C5,0.25,0,20,0.5
80.75,81.0,75,Eb5,0.25,0,20,0.75
81.0,81.25,65,F4,0.25,0,20,1.0
81.25,81.375,67,G4,0.125,0,20,1.25
81.375,81.5,69,A4,0.125,0,20,1.375
81.5,81.75,70,Bb4,0.25,0,20,1.5
81.75,82.0,74,D5,0.25,0,20,1.75
82.0,82.25,63,Eb4,0.25,0,20,2.0
82.25,82.375,79,G5,0.125,0,20,2.25
82.375,82.5,77,F5,0.125,0,20,2.375
82.5,82.75,75,Eb5,0.25,0,20,2.5
82.75,82.875,72,C5,0.125,0,20,2.75
82.875,83.0,70,Bb4,0.125,0,20,2.875
83.0,83.25,69,A4,0.25,0,20,3.0
83.25,83.375,72,C5,0.125,0,20,3.25
83.375,83.5,70,Bb4,0.125,0,20,3.375
83.5,83.75,69,A4,0.25,0,20,3.5
83.75,83.875,66,F#4,0.125,0,20,3.75
83.875,84.0,64,E4,0.125,0,20,3.875
84.0,84.25,62,D4,0.25,0,21,0.0
84.25,84.5,66,F#4,0.25,0,21,0.25
84.5,84.75,69,A4,0.25,0,21,0.5
84.75,85.0,72,C5,0.25,0,21,0.75
85.0,85.167,75,Eb5,0.167,0,21,1.0
85.167,85.333,74,D5,0.167,0,21,1.167
85.333,85.5,72,C5,0.167,0,21,1.333
85.5,85.667,78,F#5,0.167,0,21,1.5
85.667,85.833,76,E5,0.167,0,21,1.667
85.833,86.0,74,D5,0.167,0,21,1.833
86.0,86.25,82,Bb5,0.25,0,21,2.0
86.25,86.375,81,A5,0.125,0,21,2.25
86.375,86.5,79,G5,0.125,0,21,2.375
86.5,86.75,78,F#5,0.25,0,21,2.5
86.75,87.0,79,G5,0.25,0,21,2.75
87.0,87.167,70,Bb4,0.167,0,21,3.0
87.167,87.333,72,C5,0.167,0,21,3.167
87.333,87.5,74,D5,0.167,0,21,3.333
87.5,87.667,72,C5,0.167,0,21,3.5
87.667,87.833,70,Bb4,0.167,0,21,3.667
87.833,88.0,69,A4,0.167,0,21,3.833
88.0,88.75,67,G4,0.75,0,22,0.0
88.75,89.0,69,A4,0.25,0,22,0.75
89.0,89.25,70,Bb4,0.25,0,22,1.0
89.25,89.5,72,C5,0.25,0,22,1.25
89.5,89.75,74,D5,0.25,0,22,1.5
89.75,90.0,65,F4,0.25,0,22,1.75
90.0,90.25,64,E4,0.25,0,22,2.0
90.25,90.5,60,C4,0.25,0,22,2.25
90.5,90.75,64,E4,0.25,0,22,2.5
90.75,91.0,67,G4,0.25,0,22,2.75
91.0,91.25,70,Bb4,0.25,0,22,3.0
91.25,91.375,76,E5,0.125,0,22,3.25
91.375,91.5,77,F5,0.125,0,22,3.375
91.5,91.75,79,G5,0.25,0,22,3.5
91.75,92.0,70,Bb4,0.25,0,22,3.75
92.0,92.25,69,A4,0.25,0,23,0.0
92.25,92.5,65,F4,0.25,0,23,0.25
92.5,92.75,69,A4,0.25,0,23,0.5
92.75,93.0,72,C5,0.25,0,23,0.75
93.0,93.25,77,F5,0.25,0,23,1.0
93.25,93.5,69,A4,0.25,0,23,1.25
93.5,93.75,67,G4,0.25,0,23,1.5
93.75,94.0,65,F4,0.25,0,23,1.75
94.0,94.25,60,C4,0.25,0,23,2.0
94.25,94.5,67,G4,0.25,0,23,2.25
94.5,94.75,72,C5,0.25,0,23,2.5
94.75,95.0,74,D5,0.25,0,23,2.75
95.0,95.25,76,E5,0.25,0,23,3.0
95.25,95.5,70,Bb4,0.25,0,23,3.25
95.5,95.75,69,A4,0.25,0,23,3.5
95.75,96.0,67,G4,0.25,0,23,3.75
96.0,96.25,65,F4,0.25,0,24,0.0
96.25,96.5,62,D4,0.25,0,24,0.25
96.5,96.75,65,F4,0.25,0,24,0.5
96.75,97.0,69,A4,0.25,0,24,0.75
97.0,97.25,74,D5,0.25,0,24,1.0
97.25,97.5,65,F4,0.25,0,24,1.25
97.5,97.75,64,E4,0.25,0,24,1.5
97.75,98.0,62,D4,0.25,0,24,1.75
98.0,98.25,57,A3,0.25,0,24,2.0
98.25,98.5,64,E4,0.25,0,24,2.25
98.5,98.75,69,A4,0.25,0,24,2.5
98.75,99.0,70,Bb4,0.25,0,24,2.75
99.0,99.25,72,C5,0.25,0,24,3.0
99.25,99.5,67,G4,0.25,0,24,3.25
99.5,99.75,65,F4,0.25,0,24,3.5
99.75,100.0,63,Eb4,0.25,0,24,3.75
100.0,100.25,62,D4,0.25,0,25,0.0
100.25,100.5,58,Bb3,0.25,0,25,0.25
100.5,100.75,62,D4,0.25,0,25,0.5
100.75,101.0,65,F4,0.25,0,25,0.75
101.0,101.25,70,Bb4,0.25,0,25,1.0
101.25,101.5,69,A4,0.25,0,25,1.25
101.5,101.75,67,G4,0.25,0,25,1.5
101.75,102.0,65,F4,0.25,0,25,1.75
102.0,102.25,76,E5,0.25,0,25,2.0
102.25,102.375,77,F5,0.125,0,25,2.25
102.375,102.5,79,G5,0.125,0,25,2.375
102.5,102.75,77,F5,0.25,0,25,2.5
102.75,103.0,76,E5,0.25,0,25,2.75
103.0,103.25,74,D5,0.25,0,25,3.0
103.25,103.5,72,C5,0.25,0,25,3.25
103.5,103.75,70,Bb4,0.25,0,25,3.5
103.75,104.0,79,G5,0.25,0,25,3.75
104.0,104.125,69,A4,0.125,0,26,0.0
104.125,104.25,67,G4,0.125,0,26,0.125
104.25,104.375,65,F4,0.125,0,26,0.25
104.375,104.5,64,E4,0.125,0,26,0.375
104.5,104.75,65,F4,0.25,0,26,0.5
104.75,105.0,58,Bb3,0.25,0,26,0.75
105.0,105.25,60,C4,0.25,0,26,1.0
105.25,105.5,64,E4,0.25,0,26,1.25
105.5,105.75,67,G4,0.25,0,26,1.5
105.75,106.0,69,A4,0.25,0,26,1.75
106.0,106.25,70,Bb4,0.25,0,26,2.0
106.25,106.5,69,A4,0.25,0,26,2.25
106.5,106.75,67,G4,0.25,0,26,2.5
106.75,107.0,65,F4,0.25,0,26,2.75
107.0,107.25,81,A5,0.25,0,26,3.0
107.25,107.5,76,E5,0.25,0,26,3.25
107.5,107.75,77,F5,0.25,0,26,3.5
107.75,108.0,74,D5,0.25,0,26,3.75
108.0,108.25,71,B4,0.25,0,27,0.0
108.25,108.5,74,D5,0.25,0,27,0.25
108.5,108.75,77,F5,0.25,0,27,0.5
108.75,109.0,81,A5,0.25,0,27,0.75
109.0,109.25,79,G5,0.25,0,27,1.0
109.25,109.5,76,E5,0.25,0,27,1.25
109.5,109.75,73,C#5,0.25,0,27,1.5
109.75,110.0,79,G5,0.25,0,27,1.75
110.0,110.25,62,D4,0.25,0,27,2.0
110.25,110.5,69,A4,0.25,0,27,2.25
110.5,110.75,73,C#5,0.25,0,27,2.5
110.75,111.0,79,G5,0.25,0,27,2.75
111.0,111.25,77,F5,0.25,0,27,3.0
111.25,111.5,73,C#5,0.25,0,27,3.25
111.5,111.75,74,D5,0.25,0,27,3.5
111.75,112.0,70,Bb4,0.25,0,27,3.75
112.0,112.25,67,G4,0.25,0,28,0.0
112.25,112.5,70,Bb4,0.25,0,28,0.25
112.5,112.75,74,D5,0.25,0,28,0.5
112.75,113.0,77,F5,0.25,0,28,0.75
113.0,113.25,75,Eb5,0.25,0,28,1.0
113.25,113.5,72,C5,0.25,0,28,1.25
113.5,113.75,69,A4,0.25,0,28,1.5
113.75,114.0,75,Eb5,0.25,0,28,1.75
114.0,114.25,58,Bb3,0.25,0,28,2.0
114.25,114.5,65,F4,0.25,0,28,2.25
114.5,114.75,69,A4,0.25,0,28,2.5
114.75,115.0,75,Eb5,0.25,0,28,2.75
115.0,115.25,74,D5,0.25,0,28,3.0
115.25,115.5,69,A4,0.25,0,28,3.25
115.5,115.75,70,Bb4,0.25,0,28,3.5
115.75,116.0,67,G4,0.25,0,28,3.75
116.0,116.25,64,E4,0.25,0,29,0.0
116.25,116.5,67,G4,0.25,0,29,0.25
116.5,116.75,70,Bb4,0.25,0,29,0.5
116.75,117.0,74,D5,0.25,0,29,0.75
117.0,117.25,72,C5,0.25,0,29,1.0
117.25,117.5,69,A4,0.25,0,29,1.25
117.5,117.75,66,F#4,0.25,0,29,1.5
117.75,118.0,72,C5,0.25,0,29,1.75
118.0,118.25,70,Bb4,0.25,0,29,2.0
118.25,118.5,69,A4,0.25,0,29,2.25
118.5,118.75,67,G4,0.25,0,29,2.5
118.75,119.0,65,F4,0.25,0,29,2.75
119.0,119.25,63,Eb4,0.25,0,29,3.0
119.25,119.5,62,D4,0.25,0,29,3.25
119.5,119.75,63,Eb4,0.25,0,29,3.5
119.75,120.0,67,G4,0.25,0,29,3.75
120.0,120.25,70,Bb4,0.25,0,30,0.0
120.25,120.5,69,A4,0.25,0,30,0.25
120.5,120.75,70,Bb4,0.25,0,30,0.5
120.75,121.0,75,Eb5,0.25,0,30,0.75
121.0,121.25,79,G5,0.25,0,30,1.0
121.25,121.5,78,F#5,0.25,0,30,1.25
121.5,121.75,79,G5,0.25,0,30,1.5
121.75,122.0,82,Bb5,0.25,0,30,1.75
122.0,122.25,73,C#5,0.25,0,30,2.0
122.25,122.375,69,A4,0.125,0,30,2.25
122.375,122.5,71,B4,0.125,0,30,2.375
122.5,122.75,73,C#5,0.25,0,30,2.5
122.75,123.0,76,E5,0.25,0,30,2.75
123.0,123.25,67,G4,0.25,0,30,3.0
123.25,123.375,70,Bb4,0.125,0,30,3.25
123.375,123.5,69,A4,0.125,0,30,3.375
123.5,123.75,67,G4,0.25,0,30,3.5
123.75,123.875,65,F4,0.125,0,30,3.75
123.875,124.0,64,E4,0.125,0,30,3.875
124.0,124.25,65,F4,0.25,0,31,0.0
124.25,124.375,69,A4,0.125,0,31,0.25
124.375,124.5,67,G4,0.125,0,31,0.375
124.5,124.75,65,F4,0.25,0,31,0.5
124.75,124.875,64,E4,0.125,0,31,0.75
124.875,125.0,62,D4,0.125,0,31,0.875
125.0,125.25,57,A3,0.25,0,31,1.0
125.25,125.5,64,E4,0.25,0,31,1.25
125.5,125.75,74,D5,0.25,0,31,1.5
125.75,126.0,73,C#5,0.25,0,31,1.75
126.0,127.5,74,D5,1.5,0,31,2.0
126.0,127.5,62,D4,1.5,0,31,2.0
