note_id,onset,offset,score_position,score_position_offset,note,midi_number,note_duration,bar_id,bar_position
72,27.9295,28.05,73.0,73.5,B5,83,0.5,18,1.0
73,28.05,28.8795,73.5,74.0,A5,81,0.5,18,1.5
74,28.2159,28.5477,74.0,75.0,A5,81,1.0,18,2.0
75,28.5477,28.8795,75.0,76.0,A5,81,1.0,18,3.0
76,28.8795,29.2205,76.0,77.0,G#5,80,1.0,19,0.0
77,29.2705,29.5705,77.0,78.0,B5,83,1.0,19,1.0
78,29.5705,30.9295,78.0,79.0,E6,88,1.0,19,2.0
79,29.91025,30.25,79.0,80.0,E6,88,1.0,19,3.0
80,30.25,30.9295,80.0,82.0,E6,88,2.0,20,0.0
81,30.9295,31.2205,82.0,83.0,A5,81,1.0,20,2.0
82,31.2205,31.5909,83.0,84.0,A5,81,1.0,20,3.0
83,31.5909,31.9409,84.0,85.0,C6,84,1.0,21,0.0
84,31.9409,32.2705,85.0,86.0,E6,88,1.0,21,1.0
85,32.2705,33.05,86.0,87.0,A6,93,1.0,21,2.0
86,32.66025,33.05,87.0,88.0,A6,93,1.0,21,3.0
87,33.05,33.5705,88.0,90.0,A6,93,2.0,22,0.0
88,33.71234286,34.2091,90.0,91.5,B5,83,1.5,22,2.0
89,34.2091,35.2205,91.5,92.0,B5,83,0.5,22,3.5
90,34.38758235,35.2205,92.0,94.33333333,B5,83,2.333333333,23,0.0
91,35.2205,35.3205,94.33333333,94.66666667,F#5,78,0.333333333,23,2.333333333
92,35.3205,35.4205,94.66666667,95.0,G5,79,0.333333333,23,2.666666667
93,35.4205,35.5295,95.0,95.33333333,A5,81,0.333333333,23,3.0
94,35.5295,35.5705,95.33333333,95.66666667,G5,79,0.333333333,23,3.333333333
95,35.5705,35.6795,95.66666667,96.0,F#5,78,0.333333333,23,3.666666667
96,35.6795,35.7409,96.0,96.33333333,G5,79,0.333333333,24,0.0
97,35.85,35.9295,96.33333333,96.66666667,D#5,75,0.333333333,24,0.333333333
98,35.9295,36.0409,96.66666667,97.0,E5,76,0.333333333,24,0.666666667
99,36.0409,36.15,97.0,97.33333333,F#5,78,0.333333333,24,1.0
100,36.15,36.2205,97.33333333,97.66666667,E5,76,0.333333333,24,1.333333333
101,36.2205,36.4205,97.66666667,98.0,D#5,75,0.333333333,24,1.666666667
102,36.3398,36.4591,98.0,98.33333333,E5,76,0.333333333,24,2.0
103,36.4591,36.5409,98.33333333,98.66666667,A#4,70,0.333333333,24,2.333333333
104,36.5409,36.6909,98.66666667,99.0,B4,71,0.333333333,24,2.666666667
105,36.6909,36.8205,99.0,99.33333333,C5,72,0.333333333,24,3.0
106,36.8409,37.15,99.33333333,99.66666667,B4,71,0.333333333,24,3.333333333
107,36.94393333,37.04696667,99.66666667,100.0,A#4,70,0.333333333,24,3.666666667
108,37.04696667,37.15,100.0,100.3333333,B4,71,0.333333333,25,0.0
109,37.15,37.2409,100.3333333,100.6666667,F#4,66,0.333333333,25,0.333333333
110,37.2409,37.3795,100.6666667,101.0,G4,67,0.333333333,25,0.666666667
111,37.3795,37.5,101.0,101.3333333,A4,69,0.333333333,25,1.0
112,37.5205,37.8909,101.3333333,101.6666667,G4,67,0.333333333,25,1.333333333
113,37.62632857,37.73215714,101.6666667,102.0,F#4,66,0.333333333,25,1.666666667
114,37.73215714,37.8909,102.0,102.5,G4,67,0.5,25,2.0
115,37.8909,37.9909,102.5,103.0,E4,64,0.5,25,2.5
116,37.9909,38.1591,103.0,103.5,G4,67,0.5,25,3.0
117,38.1705,38.3409,103.5,104.0,B4,71,0.5,25,3.5
118,38.3409,38.4909,104.0,104.5,E5,76,0.5,26,0.0
119,38.4909,38.65,104.5,105.0,E5,76,0.5,26,0.5
120,38.6852,38.8795,105.0,105.5,G5,79,0.5,26,1.0
121,38.8795,39.0591,105.5,106.0,B5,83,0.5,26,1.5
122,39.0705,39.85,106.0,107.5,E6,88,1.5,26,2.0
123,39.655125,39.85,107.5,108.0,E6,88,0.5,26,3.5
124,39.85,40.7091,108.0,110.3333333,E6,88,2.333333333,27,0.0
125,40.7295,40.8,110.3333333,110.6666667,B5,83,0.333333333,27,2.333333333
126,40.8,40.9091,110.6666667,111.0,C6,84,0.333333333,27,2.666666667
127,40.9091,41.0091,111.0,111.3333333,D6,86,0.333333333,27,3.0
128,41.0091,41.1,111.3333333,111.6666667,C6,84,0.333333333,27,3.333333333
129,41.1,41.2,111.6666667,112.0,B5,83,0.333333333,27,3.666666667
130,41.2,41.3295,112.0,112.3333333,C6,84,0.333333333,28,0.0
131,41.3295,41.3909,112.3333333,112.6666667,Bb5,82,0.333333333,28,0.333333333
132,41.3909,41.6091,112.6666667,113.0,A5,81,0.333333333,28,0.666666667
133,41.6091,41.6909,113.0,113.3333333,B5,83,0.333333333,28,1.0
134,41.6909,41.7091,113.3333333,113.6666667,A5,81,0.333333333,28,1.333333333
135,41.7091,41.8205,113.6666667,114.0,G#5,80,0.333333333,28,1.666666667
136,41.8205,41.95,114.0,114.3333333,A5,81,0.333333333,28,2.0
137,42.0409,42.1795,114.3333333,114.6666667,D#5,75,0.333333333,28,2.333333333
138,42.2205,42.25,114.6666667,115.0,E5,76,0.333333333,28,2.666666667
139,42.25,42.3409,115.0,115.3333333,F5,77,0.333333333,28,3.0
140,42.3409,42.4295,115.3333333,115.6666667,E5,76,0.333333333,28,3.333333333
141,42.4295,42.65,115.6666667,116.0,D#5,75,0.333333333,28,3.666666667
142,42.65,42.7409,116.0,116.3333333,D5,74,0.333333333,29,0.0
143,42.71025,42.7705,116.3333333,116.6666667,B4,71,0.333333333,29,0.333333333
144,42.7705,42.9205,116.6666667,117.0,C5,72,0.333333333,29,0.666666667
145,42.9205,43.05,117.0,117.3333333,D5,74,0.333333333,29,1.0
146,43.05,43.2091,117.3333333,117.6666667,C5,72,0.333333333,29,1.333333333
147,43.12955,43.2091,117.6666667,118.0,B4,71,0.333333333,29,1.666666667
148,43.2091,43.4091,118.0,118.5,C5,72,0.5,29,2.0
149,43.4091,43.5795,118.5,119.0,A4,69,0.5,29,2.5
150,43.5795,43.7205,119.0,119.5,C5,72,0.5,29,3.0
151,43.7591,43.9295,119.5,120.0,E5,76,0.5,29,3.5
152,43.9409,44.3,120.0,120.5,A5,81,0.5,30,0.0
153,44.12045,44.3,120.5,121.0,A5,81,0.5,30,0.5
154,44.3,44.4705,121.0,121.5,C6,84,0.5,30,1.0
155,44.4705,44.65,121.5,122.0,E6,88,0.5,30,1.5
156,44.6909,45.3,122.0,123.5,A6,93,1.5,30,2.0
157,45.3,45.5,123.5,124.0,A6,93,0.5,30,3.5
158,45.5,45.8205,124.0,125.0,A6,93,1.0,31,0.0
159,45.9205,46.0591,125.0,125.3333333,C6,84,0.333333333,31,1.0
160,46.0591,46.2,125.3333333,125.6666667,B5,83,0.333333333,31,1.333333333
161,46.2,46.2705,125.6666667,126.0,A5,81,0.333333333,31,1.666666667
162,46.2705,46.3795,126.0,126.3333333,G5,79,0.333333333,31,2.0
163,46.4295,46.5409,126.3333333,126.6666667,E5,76,0.333333333,31,2.333333333
164,46.5409,46.6591,126.6666667,127.0,F#5,78,0.333333333,31,2.666666667
165,46.6591,46.8909,127.0,127.3333333,G5,79,0.333333333,31,3.0
166,46.775,46.8909,127.3333333,127.6666667,F#5,78,0.333333333,31,3.333333333
167,46.8909,47.0,127.6666667,128.0,E5,76,0.333333333,31,3.666666667
168,47.0,47.1705,128.0,128.3333333,C5,72,0.333333333,32,0.0
169,47.1705,47.2795,128.3333333,128.6666667,A4,69,0.333333333,32,0.333333333
170,47.2795,47.3909,128.6666667,129.0,B4,71,0.333333333,32,0.666666667
171,47.3909,47.5409,129.0,129.3333333,C5,72,0.333333333,32,1.0
172,47.4852,47.5795,129.3333333,129.6666667,B4,71,0.333333333,32,1.333333333
173,47.5795,47.7591,129.6666667,130.0,A4,69,0.333333333,32,1.666666667
174,47.7591,48.1205,130.0,131.0,G4,67,1.0,32,2.0
175,48.1205,48.2295,131.0,131.3333333,G5,79,0.333333333,32,3.0
176,48.2295,48.3591,131.3333333,131.6666667,F#5,78,0.333333333,32,3.333333333
177,48.3591,48.4795,131.6666667,132.0,E5,76,0.333333333,32,3.666666667
178,48.4795,48.65,132.0,132.3333333,C5,72,0.333333333,33,0.0
179,48.65,48.7591,132.3333333,132.6666667,A4,69,0.333333333,33,0.333333333
180,48.7591,48.8591,132.6666667,133.0,B4,71,0.333333333,33,0.666666667
181,48.8591,48.9795,133.0,133.3333333,C5,72,0.333333333,33,1.0
182,48.95455,49.05,133.3333333,133.6666667,B4,71,0.333333333,33,1.333333333
183,49.05,49.1705,133.6666667,134.0,A4,69,0.333333333,33,1.666666667
184,49.1705,49.3591,134.0,134.3333333,G4,67,0.333333333,33,2.0
185,49.3591,49.4909,134.3333333,134.6666667,E4,64,0.333333333,33,2.333333333
186,49.4909,49.7909,134.6666667,135.0,F#4,66,0.333333333,33,2.666666667
187,49.5909,49.6909,135.0,135.3333333,G4,67,0.333333333,33,3.0
188,49.6909,49.7909,135.3333333,135.6666667,F#4,66,0.333333333,33,3.333333333
189,49.7909,49.9091,135.6666667,136.0,E4,64,0.333333333,33,3.666666667
190,49.9091,50.0591,136.0,136.3333333,C4,60,0.333333333,34,0.0
191,50.0591,50.0705,136.3333333,136.6666667,A3,57,0.333333333,34,0.333333333
192,50.15,50.2409,136.6666667,137.0,B3,59,0.333333333,34,0.666666667
193,50.2409,50.3909,137.0,137.3333333,C4,60,0.333333333,34,1.0
194,50.35376667,50.46663333,137.3333333,137.6666667,B3,59,0.333333333,34,1.333333333
195,50.46663333,50.5795,137.6666667,138.0,A3,57,0.333333333,34,1.666666667
196,50.5795,50.5795,138.0,139.0,G3,55,1.0,34,2.0
197,50.9795,51.1205,139.0,139.3333333,D4,62,0.333333333,34,3.0
198,51.1205,51.3295,139.3333333,139.6666667,C4,60,0.333333333,34,3.333333333
199,51.225,51.3295,139.6666667,140.0,B3,59,0.333333333,34,3.666666667
200,51.3295,51.45,140.0,140.3333333,C4,60,0.333333333,35,0.0
201,51.45,51.5409,140.3333333,140.6666667,B3,59,0.333333333,35,0.333333333
202,51.5409,51.6795,140.6666667,141.0,A3,57,0.333333333,35,0.666666667
203,51.6795,51.8205,141.0,141.3333333,E4,64,0.333333333,35,1.0
204,51.8295,51.9295,141.3333333,141.6666667,C#4,61,0.333333333,35,1.333333333
205,51.9295,52.0295,141.6666667,142.0,C4,60,0.333333333,35,1.666666667
206,52.0295,52.0591,142.0,142.3333333,D4,62,0.333333333,35,2.0
207,52.1591,52.25,142.3333333,142.6666667,C4,60,0.333333333,35,2.333333333
208,52.25,52.3409,142.6666667,143.0,B3,59,0.333333333,35,2.666666667
209,52.37045,52.4909,143.0,143.3333333,F4,65,0.333333333,35,3.0
210,52.4909,52.6205,143.3333333,143.6666667,E4,64,0.333333333,35,3.333333333
211,52.6205,52.7795,143.6666667,144.0,D4,62,0.333333333,35,3.666666667
212,52.7795,52.7909,144.0,144.3333333,E4,64,0.333333333,36,0.0
213,52.8795,52.9295,144.3333333,144.6666667,D4,62,0.333333333,36,0.333333333
214,52.9705,53.05,144.6666667,145.0,C4,60,0.333333333,36,0.666666667
215,53.0909,53.2295,145.0,145.3333333,F#4,66,0.333333333,36,1.0
216,53.2295,53.3,145.3333333,145.6666667,F4,65,0.333333333,36,1.333333333
217,53.3091,53.45,145.6666667,146.0,E4,64,0.333333333,36,1.666666667
218,53.45,53.5705,146.0,146.3333333,F4,65,0.333333333,36,2.0
219,53.5705,53.6705,146.3333333,146.6666667,E4,64,0.333333333,36,2.333333333
220,53.6705,53.7795,146.6666667,147.0,D#4,63,0.333333333,36,2.666666667
221,53.8091,53.8591,147.0,147.3333333,A4,69,0.333333333,36,3.0
222,53.9205,54.0705,147.3333333,147.6666667,G4,67,0.333333333,36,3.333333333
223,54.0705,54.1909,147.6666667,148.0,F#4,66,0.333333333,36,3.666666667
224,54.1909,54.3,148.0,148.3333333,G4,67,0.333333333,37,0.0
225,54.3,54.4205,148.3333333,148.6666667,F#4,66,0.333333333,37,0.333333333
226,54.4205,54.5409,148.6666667,149.0,E4,64,0.333333333,37,0.666666667
227,54.55,54.65,149.0,149.3333333,G4,67,0.333333333,37,1.0
228,54.65,54.7705,149.3333333,149.6666667,F#4,66,0.333333333,37,1.333333333
229,54.7795,54.9,149.6666667,150.0,D4,62,0.333333333,37,1.666666667
230,54.9205,55.0409,150.0,150.3333333,G5,79,0.333333333,37,2.0
231,55.0409,55.2091,150.3333333,150.6666667,F#5,78,0.333333333,37,2.333333333
232,55.1602,55.2795,150.6666667,151.0,E5,76,0.333333333,37,2.666666667
233,55.2795,55.3795,151.0,151.3333333,G5,79,0.333333333,37,3.0
234,55.3795,55.5,151.3333333,151.6666667,F#5,78,0.333333333,37,3.333333333
235,55.5,55.7795,151.6666667,152.0,E5,76,0.333333333,37,3.666666667
236,55.65705,57.0705,152.0,155.0,G6,91,3.0,38,0.0
237,57.0705,57.5409,155.0,156.0,G3,55,1.0,38,3.0
238,57.0909,57.45,155.0,156.0,G4,67,1.0,38,3.0
239,57.5409,57.9409,156.0,157.0,A#3,58,1.0,39,0.0
240,57.55,57.9091,156.0,157.0,A#4,70,1.0,39,0.0
241,57.9795,58.2795,157.0,158.0,C#4,61,1.0,39,1.0
242,57.9205,58.25,157.0,158.0,C#5,73,1.0,39,1.0
243,58.35,58.6909,158.0,159.0,E4,64,1.0,39,2.0
244,58.52955,58.7091,158.0,159.0,E5,76,1.0,39,2.0
245,58.7091,59.2591,159.0,160.0,G4,67,1.0,39,3.0
246,58.6909,58.9295,159.0,160.0,G5,79,1.0,39,3.0
247,59.0795,59.4,160.0,161.0,A#4,70,1.0,40,0.0
248,59.0705,59.3409,160.0,161.0,A#5,82,1.0,40,0.0
249,59.4,59.6705,161.0,162.0,C#5,73,1.0,40,1.0
250,59.52955,59.6591,161.0,162.0,C#6,85,1.0,40,1.0
251,59.6591,59.7705,162.0,163.0,D5,74,1.0,40,2.0
252,59.8591,60.0591,162.0,163.0,E6,88,1.0,40,2.0
253,60.0591,60.1705,163.0,164.0,G5,79,1.0,40,3.0
254,60.27955,60.5,163.0,164.0,G6,91,1.0,40,3.0
255,60.5,60.9295,164.0,166.0,C7,96,2.0,41,0.0
256,61.3705,62.12949999999999,166.0,168.0,B3,59,2.0,41,2.0
257,62.2295,62.2295,168.0,171.0,A#3,58,3.0,42,0.0
258,63.37949999999999,63.7705,171.0,171.3333333,G4,67,0.333333333,42,3.0
259,63.509833330000006,63.64016667,171.3333333,171.6666667,G3,55,0.333333333,42,3.333333333
260,63.64016667,63.7705,171.6666667,172.0,G4,67,0.333333333,42,3.666666667
261,63.7705,64.0091,172.0,172.3333333,A#4,70,0.333333333,43,0.0
262,63.88033333,63.99016667,172.3333333,172.6666667,A#3,58,0.333333333,43,0.333333333
263,63.99016667,64.1,172.6666667,173.0,A#4,70,0.333333333,43,0.666666667
264,64.1,64.2205,173.0,173.3333333,C#5,73,0.333333333,43,1.0
265,64.2205,64.3409,173.3333333,173.6666667,C#4,61,0.333333333,43,1.333333333
266,64.3205,64.4205,173.6666667,174.0,C#5,73,0.333333333,43,1.666666667
267,64.4205,64.5409,174.0,174.3333333,E5,76,0.333333333,43,2.0
268,64.5409,64.6909,174.3333333,174.6666667,E4,64,0.333333333,43,2.333333333
269,64.64545,64.75,174.6666667,175.0,E5,76,0.333333333,43,2.666666667
270,64.75,64.8705,175.0,175.3333333,G5,79,0.333333333,43,3.0
271,64.8705,64.9795,175.3333333,175.6666667,G4,67,0.333333333,43,3.333333333
272,64.9795,65.0909,175.6666667,176.0,A4,69,0.333333333,43,3.666666667
273,65.0909,65.2,176.0,176.3333333,A#5,82,0.333333333,44,0.0
274,65.2,65.3591,176.3333333,176.6666667,A#4,70,0.333333333,44,0.333333333
275,65.3591,65.4205,176.6666667,177.0,B5,83,0.333333333,44,0.666666667
276,65.4205,65.55,177.0,177.3333333,C#6,85,0.333333333,44,1.0
277,65.55,65.6705,177.3333333,177.6666667,C#5,73,0.333333333,44,1.333333333
278,65.6705,65.7591,177.6666667,178.0,D6,86,0.333333333,44,1.666666667
279,65.7591,65.8591,178.0,178.3333333,E6,88,0.333333333,44,2.0
280,65.8591,66.0091,178.3333333,178.6666667,E5,76,0.333333333,44,2.333333333
281,66.0705,66.1909,178.6666667,179.0,F#6,90,0.333333333,44,2.666666667
282,66.18525,66.3,179.0,179.3333333,G6,91,0.333333333,44,3.0
283,66.3,66.4205,179.3333333,179.6666667,G6,91,0.333333333,44,3.333333333
284,66.4795,66.5795,179.6666667,180.0,Bb6,94,0.333333333,44,3.666666667
285,66.6091,67.4,180.0,183.0,B6,95,3.0,45,0.0
287,69.9,69.9,190.0,191.0,B5,83,1.0,47,0.0
288,70.30455,70.7091,191.0,192.0,G6,91,1.0,47,1.0
289,70.7091,70.9591,192.0,193.0,D#6,87,1.0,48,0.0
290,71.0,71.3705,193.0,194.0,E6,88,1.0,48,1.0
291,71.3705,71.5,194.0,195.0,B5,83,1.0,48,2.0
292,71.7295,71.9705,195.0,196.0,B5,83,1.0,48,3.0
293,72.0409,72.3591,196.0,197.0,F#5,78,1.0,49,0.0
294,72.3591,72.6295,197.0,198.0,G5,79,1.0,49,1.0
295,72.7591,73.0295,198.0,199.0,A5,81,1.0,49,2.0
296,73.0295,73.1295,199.0,200.0,Bb5,82,1.0,49,3.0
297,73.2909,73.8091,200.0,201.0,E6,88,1.0,50,0.0
298,73.8091,73.9909,201.0,201.5,D6,86,0.5,50,1.0
299,73.9909,74.1295,201.5,202.0,C6,84,0.5,50,1.5
300,74.1295,74.4795,202.0,203.0,A5,81,1.0,50,2.0
301,74.4795,74.9091,203.0,204.0,D6,86,1.0,50,3.0
302,74.9091,75.2591,204.0,205.0,C6,84,1.0,51,0.0
303,75.2591,75.55,205.0,206.0,B5,83,1.0,51,1.0
304,75.6295,75.9909,206.0,207.0,B4,71,1.0,51,2.0
305,75.9909,76.3,207.0,208.0,B5,83,1.0,51,3.0
306,76.35,76.6,208.0,209.0,F#5,78,1.0,52,0.0
307,76.6795,77.0409,209.0,210.0,G5,79,1.0,52,1.0
308,77.0409,77.3705,210.0,211.0,D#5,75,1.0,52,2.0
309,77.3705,77.7409,211.0,212.0,E5,76,1.0,52,3.0
310,77.7591,77.9705,212.0,213.0,A#4,70,1.0,53,0.0
311,78.05,78.6409,213.0,214.0,B4,71,1.0,53,1.0
312,78.43975,78.8295,214.0,215.0,B4,71,1.0,53,2.0
313,78.8295,79.1705,215.0,216.0,B5,83,1.0,53,3.0
314,79.1705,79.4909,216.0,217.0,F#5,78,1.0,54,0.0
315,79.4909,79.8295,217.0,218.0,G5,79,1.0,54,1.0
316,79.8295,80.2,218.0,219.0,D#5,75,1.0,54,2.0
317,80.2,80.5295,219.0,220.0,E5,76,1.0,54,3.0
318,80.55,80.85,220.0,221.0,B4,71,1.0,55,0.0
319,80.85,81.1795,221.0,222.0,B4,71,1.0,55,1.0
320,81.3295,81.7,222.0,223.0,D5,74,1.0,55,2.0
321,81.7205,82.25,223.0,224.0,B5,83,1.0,55,3.0
322,82.25,82.6705,224.0,226.5,B5,83,2.5,56,0.0
323,83.3591,83.55,226.5,227.0,A5,81,0.5,56,2.5
324,83.55,83.7091,227.0,227.5,G5,79,0.5,56,3.0
325,83.7091,83.8591,227.5,228.0,E5,76,0.5,56,3.5
326,83.9091,84.0795,228.0,228.5,C#5,73,0.5,57,0.0
327,84.0795,84.2295,228.5,229.0,B4,71,0.5,57,0.5
328,84.2295,84.4205,229.0,229.5,A4,69,0.5,57,1.0
329,84.4205,84.5705,229.5,230.0,G4,67,0.5,57,1.5
330,84.5795,84.7409,230.0,230.5,E4,64,0.5,57,2.0
331,84.7909,84.9295,230.5,231.0,C#4,61,0.5,57,2.5
332,84.9295,85.05,231.0,231.5,B3,59,0.5,57,3.0
333,85.0705,85.3,231.5,232.0,A3,57,0.5,57,3.5
334,85.3,85.4705,232.0,232.5,C#4,61,0.5,58,0.0
335,85.4705,85.7295,232.5,233.0,E4,64,0.5,58,0.5
336,85.7295,85.7705,233.0,233.5,A4,69,0.5,58,1.0
337,85.7705,85.9295,233.5,234.0,C#5,73,0.5,58,1.5
338,85.9295,86.1091,234.0,234.5,E5,76,0.5,58,2.0
339,86.1091,86.2909,234.5,235.0,A5,81,0.5,58,2.5
340,86.2909,86.4409,235.0,235.5,C#6,85,0.5,58,3.0
341,86.4409,87.7,235.5,236.0,E6,88,0.5,58,3.5
342,86.65075,87.7,236.0,238.5,E6,88,2.5,59,0.0
343,87.7,87.8909,238.5,239.0,D6,86,0.5,59,2.5
344,87.8909,88.05,239.0,239.5,C6,84,0.5,59,3.0
345,88.05,88.25,239.5,240.0,A5,81,0.5,59,3.5
346,88.25,88.4205,240.0,240.5,F#5,78,0.5,60,0.0
347,88.4591,88.5909,240.5,241.0,E5,76,0.5,60,0.5
348,88.6,88.8,241.0,241.5,D5,74,0.5,60,1.0
349,88.8,88.95,241.5,242.0,C5,72,0.5,60,1.5
350,88.95,89.1591,242.0,242.5,A4,69,0.5,60,2.0
351,89.1591,89.3,242.5,243.0,F#4,66,0.5,60,2.5
352,89.3,89.4205,243.0,243.5,E4,64,0.5,60,3.0
353,89.4795,89.6705,243.5,244.0,D4,62,0.5,60,3.5
354,89.6705,89.8091,244.0,244.5,F#4,66,0.5,61,0.0
355,89.8705,90.0205,244.5,245.0,A4,69,0.5,61,0.5
356,90.0205,90.05,245.0,245.5,D5,74,0.5,61,1.0
357,90.1795,90.3705,245.5,246.0,F#5,78,0.5,61,1.5
358,90.3705,90.4909,246.0,246.5,A5,81,0.5,61,2.0
359,90.55,90.6591,246.5,247.0,D6,86,0.5,61,2.5
360,90.7705,90.9,247.0,247.5,F#6,90,0.5,61,3.0
361,90.9,91.1795,247.5,248.0,A6,93,0.5,61,3.5
362,91.1795,92.1409,248.0,250.5,A6,93,2.5,62,0.0
363,92.172,92.3705,250.5,251.0,G6,91,0.5,62,2.5
364,92.3705,92.4591,251.0,251.5,F6,89,0.5,62,3.0
365,92.5409,92.7409,251.5,252.0,D6,86,0.5,62,3.5
366,92.7409,92.9205,252.0,252.5,B5,83,0.5,63,0.0
367,92.9205,93.0795,252.5,253.0,A5,81,0.5,63,0.5
368,93.0795,93.2591,253.0,253.5,G5,79,0.5,63,1.0
369,93.2591,93.4205,253.5,254.0,F5,77,0.5,63,1.5
370,93.45,93.6295,254.0,254.5,D5,74,0.5,63,2.0
371,93.6295,93.8205,254.5,255.0,B4,71,0.5,63,2.5
372,93.8205,93.9795,255.0,255.5,A4,69,0.5,63,3.0
373,93.9795,94.1909,255.5,256.0,G4,67,0.5,63,3.5
