Onset,Offset,MIDI number,Pitch name,Duration,Staff,Measure,Beat in Measure
183.0,183.125,76,E5,0.125,0,45,3.0
183.125,183.25,78,F#5,0.125,0,45,3.125
183.25,184.0,79,G5,0.75,0,45,3.25
184.0,186.0,69,A4,2.0,0,46,0.0
186.0,188.0,76,E5,2.0,0,46,2.0
188.0,188.25,86,D6,0.25,0,47,0.0
188.25,188.5,88,E6,0.25,0,47,0.25
188.5,188.75,90,F#6,0.25,0,47,0.5
188.75,189.0,90,F#6,0.25,0,47,0.75
189.0,189.25,83,B5,0.25,0,47,1.0
189.25,189.5,85,C#6,0.25,0,47,1.25
189.5,189.75,86,D6,0.25,0,47,1.5
189.75,190.0,86,D6,0.25,0,47,1.75
190.0,190.25,79,G5,0.25,0,47,2.0
190.25,190.5,81,A5,0.25,0,47,2.25
190.5,190.75,83,B5,0.25,0,47,2.5
190.75,191.0,83,B5,0.25,0,47,2.75
191.0,191.25,76,E5,0.25,0,47,3.0
191.25,191.5,78,F#5,0.25,0,47,3.25
191.5,191.75,79,G5,0.25,0,47,3.5
191.75,192.0,79,G5,0.25,0,47,3.75
192.0,194.25,57,A3,2.25,0,48,0.0
194.25,194.5,69,A4,0.25,0,48,2.25
194.5,194.75,68,G#4,0.25,0,48,2.5
194.75,195.0,69,A4,0.25,0,48,2.75
195.0,195.25,71,B4,0.25,0,48,3.0
195.25,195.5,69,A4,0.25,0,48,3.25
195.5,195.75,73,C#5,0.25,0,48,3.5
195.75,196.0,69,A4,0.25,0,48,3.75
196.0,196.25,74,D5,0.25,0,49,0.0
196.25,196.5,69,A4,0.25,0,49,0.25
196.5,196.75,76,E5,0.25,0,49,0.5
196.75,197.0,69,A4,0.25,0,49,0.75
197.0,197.25,78,F#5,0.25,0,49,1.0
197.25,197.5,69,A4,0.25,0,49,1.25
197.5,197.75,79,G5,0.25,0,49,1.5
197.75,198.0,69,A4,0.25,0,49,1.75
198.0,198.25,81,A5,0.25,0,49,2.0
198.25,198.5,69,A4,0.25,0,49,2.25
198.5,198.75,83,B5,0.25,0,49,2.5
198.75,199.0,69,A4,0.25,0,49,2.75
199.0,199.25,85,C#6,0.25,0,49,3.0
199.25,199.5,69,A4,0.25,0,49,3.25
199.5,199.75,86,D6,0.25,0,49,3.5
199.75,200.0,69,A4,0.25,0,49,3.75
200.0,201.0,81,A5,1.0,0,50,0.0
201.0,203.0,81,A5,2.0,0,50,1.0
203.0,203.25,79,G5,0.25,0,50,3.0
203.25,203.5,78,F#5,0.25,0,50,3.25
203.5,203.75,76,E5,0.25,0,50,3.5
203.75,204.0,74,D5,0.25,0,50,3.75
204.0,208.0,76,E5,4.0,0,51,0.0
208.0,209.0,74,D5,1.0,0,52,0.0
